subject,predicate,object,source,confidence
m_37067_unemployment_pct,unit,percent,CHR,0.75
m_37067_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37067_child_poverty_pct,location,37067,CHR,0.75
m_37067_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37067_child_poverty_pct,value,23.2,CHR,0.75
m_37067_child_poverty_pct,unit,percent,CHR,0.75
m_37067_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37067_education_bachelor_pct,location,37067,Census,0.95
m_37067_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37067_education_bachelor_pct,value,30.466188981693055,Census,0.95
m_37067_education_bachelor_pct,unit,percent,Census,0.95
m_37067_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37067_some_college_pct,location,37067,CHR,0.75
m_37067_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37067_some_college_pct,value,68.871663066,CHR,0.75
m_37067_some_college_pct,unit,percent,CHR,0.75
m_37067_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37067_obesity_pct,location,37067,CHR,0.75
m_37067_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37067_obesity_pct,value,31.8,CHR,0.75
m_37067_obesity_pct,unit,percent,CHR,0.75
m_37067_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37067_diabetes_pct,location,37067,CHR,0.75
m_37067_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37067_diabetes_pct,value,10.6,CHR,0.75
m_37067_diabetes_pct,unit,percent,CHR,0.75
m_37067_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37067_mental_health_days,location,37067,CHR,0.75
m_37067_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37067_mental_health_days,value,4.9807551524,CHR,0.75
m_37067_mental_health_days,unit,days,CHR,0.75
m_37067_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37067_physical_health_days,location,37067,CHR,0.75
m_37067_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37067_physical_health_days,value,3.9458900298,CHR,0.75
m_37067_physical_health_days,unit,days,CHR,0.75
m_37067_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37067_physical_inactivity_pct,location,37067,CHR,0.75
m_37067_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37067_physical_inactivity_pct,value,22.0,CHR,0.75
m_37067_physical_inactivity_pct,unit,percent,CHR,0.75
m_37067_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37067_excessive_drinking_pct,location,37067,CHR,0.75
m_37067_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37067_excessive_drinking_pct,value,18.100917455,CHR,0.75
m_37067_excessive_drinking_pct,unit,percent,CHR,0.75
m_37067_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37067_uninsured_pct,location,37067,CHR,0.75
m_37067_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37067_uninsured_pct,value,11.490865664,CHR,0.75
m_37067_uninsured_pct,unit,percent,CHR,0.75
m_37067_pm25,rdf:type,Measurement,CHR,0.75
m_37067_pm25,location,37067,CHR,0.75
m_37067_pm25,indicator,pm25,CHR,0.75
m_37067_pm25,value,8.1,CHR,0.75
m_37067_pm25,unit,μg/m³,CHR,0.75
m_37069_population,rdf:type,Measurement,Census,0.95
m_37069_population,location,37069,Census,0.95
m_37069_population,indicator,population,Census,0.95
m_37069_population,value,69680,Census,0.95
m_37069_population,unit,count,Census,0.95
m_37069_median_income,rdf:type,Measurement,Census,0.95
m_37069_median_income,location,37069,Census,0.95
m_37069_median_income,indicator,median_income,Census,0.95
m_37069_median_income,value,70493,Census,0.95
m_37069_median_income,unit,USD,Census,0.95
m_37069_poverty_rate,rdf:type,Measurement,Census,0.95
m_37069_poverty_rate,location,37069,Census,0.95
m_37069_poverty_rate,indicator,poverty_rate,Census,0.95
m_37069_poverty_rate,value,9.700365193669978,Census,0.95
m_37069_poverty_rate,unit,percent,Census,0.95
m_37069_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37069_unemployment_rate,location,37069,Census,0.95
m_37069_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37069_unemployment_rate,value,5.884213856374565,Census,0.95
m_37069_unemployment_rate,unit,percent,Census,0.95
m_37069_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37069_unemployment_pct,location,37069,CHR,0.75
m_37069_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37069_unemployment_pct,value,3.4866065034,CHR,0.75
m_37069_unemployment_pct,unit,percent,CHR,0.75
m_37069_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37069_child_poverty_pct,location,37069,CHR,0.75
m_37069_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37069_child_poverty_pct,value,15.0,CHR,0.75
m_37069_child_poverty_pct,unit,percent,CHR,0.75
m_37069_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37069_education_bachelor_pct,location,37069,Census,0.95
m_37069_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37069_education_bachelor_pct,value,21.995348167054317,Census,0.95
m_37069_education_bachelor_pct,unit,percent,Census,0.95
m_37069_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37069_some_college_pct,location,37069,CHR,0.75
m_37069_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37069_some_college_pct,value,62.404494382,CHR,0.75
m_37069_some_college_pct,unit,percent,CHR,0.75
m_37069_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37069_obesity_pct,location,37069,CHR,0.75
m_37069_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37069_obesity_pct,value,38.0,CHR,0.75
m_37069_obesity_pct,unit,percent,CHR,0.75
m_37069_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37069_diabetes_pct,location,37069,CHR,0.75
m_37069_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37069_diabetes_pct,value,11.2,CHR,0.75
m_37069_diabetes_pct,unit,percent,CHR,0.75
m_37069_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37069_mental_health_days,location,37069,CHR,0.75
m_37069_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37069_mental_health_days,value,5.1425601644,CHR,0.75
m_37069_mental_health_days,unit,days,CHR,0.75
m_37069_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37069_physical_health_days,location,37069,CHR,0.75
m_37069_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37069_physical_health_days,value,4.0049350118,CHR,0.75
m_37069_physical_health_days,unit,days,CHR,0.75
m_37069_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37069_physical_inactivity_pct,location,37069,CHR,0.75
m_37069_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37069_physical_inactivity_pct,value,23.7,CHR,0.75
m_37069_physical_inactivity_pct,unit,percent,CHR,0.75
m_37069_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37069_excessive_drinking_pct,location,37069,CHR,0.75
m_37069_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37069_excessive_drinking_pct,value,19.361731921,CHR,0.75
m_37069_excessive_drinking_pct,unit,percent,CHR,0.75
m_37069_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37069_uninsured_pct,location,37069,CHR,0.75
m_37069_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37069_uninsured_pct,value,12.739343467,CHR,0.75
m_37069_uninsured_pct,unit,percent,CHR,0.75
m_37069_pm25,rdf:type,Measurement,CHR,0.75
m_37069_pm25,location,37069,CHR,0.75
m_37069_pm25,indicator,pm25,CHR,0.75
m_37069_pm25,value,7.3,CHR,0.75
m_37069_pm25,unit,μg/m³,CHR,0.75
m_37071_population,rdf:type,Measurement,Census,0.95
m_37071_population,location,37071,Census,0.95
m_37071_population,indicator,population,Census,0.95
m_37071_population,value,228972,Census,0.95
m_37071_population,unit,count,Census,0.95
m_37071_median_income,rdf:type,Measurement,Census,0.95
m_37071_median_income,location,37071,Census,0.95
m_37071_median_income,indicator,median_income,Census,0.95
m_37071_median_income,value,62628,Census,0.95
m_37071_median_income,unit,USD,Census,0.95
m_37071_poverty_rate,rdf:type,Measurement,Census,0.95
m_37071_poverty_rate,location,37071,Census,0.95
m_37071_poverty_rate,indicator,poverty_rate,Census,0.95
m_37071_poverty_rate,value,12.426127527216174,Census,0.95
m_37071_poverty_rate,unit,percent,Census,0.95
m_37071_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37071_unemployment_rate,location,37071,Census,0.95
m_37071_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37071_unemployment_rate,value,4.94551915757201,Census,0.95
m_37071_unemployment_rate,unit,percent,Census,0.95
m_37071_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37071_unemployment_pct,location,37071,CHR,0.75
m_37071_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37071_unemployment_pct,value,3.3918458827,CHR,0.75
m_37071_unemployment_pct,unit,percent,CHR,0.75
m_37071_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37071_child_poverty_pct,location,37071,CHR,0.75
m_37071_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37071_child_poverty_pct,value,18.5,CHR,0.75
m_37071_child_poverty_pct,unit,percent,CHR,0.75
m_37071_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37071_education_bachelor_pct,location,37071,Census,0.95
m_37071_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37071_education_bachelor_pct,value,23.40835042079177,Census,0.95
m_37071_education_bachelor_pct,unit,percent,Census,0.95
m_37071_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37071_some_college_pct,location,37071,CHR,0.75
m_37071_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37071_some_college_pct,value,65.330800363,CHR,0.75
m_37071_some_college_pct,unit,percent,CHR,0.75
m_37071_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37071_obesity_pct,location,37071,CHR,0.75
m_37071_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37071_obesity_pct,value,36.5,CHR,0.75
m_37071_obesity_pct,unit,percent,CHR,0.75
m_37071_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37071_diabetes_pct,location,37071,CHR,0.75
m_37071_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37071_diabetes_pct,value,10.9,CHR,0.75
m_37071_diabetes_pct,unit,percent,CHR,0.75
m_37071_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37071_mental_health_days,location,37071,CHR,0.75
m_37071_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37071_mental_health_days,value,5.1127905007,CHR,0.75
m_37071_mental_health_days,unit,days,CHR,0.75
m_37071_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37071_physical_health_days,location,37071,CHR,0.75
m_37071_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37071_physical_health_days,value,4.1908309069,CHR,0.75
m_37071_physical_health_days,unit,days,CHR,0.75
m_37071_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37071_physical_inactivity_pct,location,37071,CHR,0.75
m_37071_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37071_physical_inactivity_pct,value,22.9,CHR,0.75
m_37071_physical_inactivity_pct,unit,percent,CHR,0.75
m_37071_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37071_excessive_drinking_pct,location,37071,CHR,0.75
m_37071_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37071_excessive_drinking_pct,value,20.311071606,CHR,0.75
m_37071_excessive_drinking_pct,unit,percent,CHR,0.75
m_37071_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37071_uninsured_pct,location,37071,CHR,0.75
m_37071_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37071_uninsured_pct,value,11.213357761,CHR,0.75
m_37071_uninsured_pct,unit,percent,CHR,0.75
m_37071_pm25,rdf:type,Measurement,CHR,0.75
m_37071_pm25,location,37071,CHR,0.75
m_37071_pm25,indicator,pm25,CHR,0.75
m_37071_pm25,value,8.4,CHR,0.75
m_37071_pm25,unit,μg/m³,CHR,0.75
m_37073_population,rdf:type,Measurement,Census,0.95
m_37073_population,location,37073,Census,0.95
m_37073_population,indicator,population,Census,0.95
m_37073_population,value,10509,Census,0.95
m_37073_population,unit,count,Census,0.95
m_37073_median_income,rdf:type,Measurement,Census,0.95
m_37073_median_income,location,37073,Census,0.95
m_37073_median_income,indicator,median_income,Census,0.95
m_37073_median_income,value,55750,Census,0.95
m_37073_median_income,unit,USD,Census,0.95
m_37073_poverty_rate,rdf:type,Measurement,Census,0.95
m_37073_poverty_rate,location,37073,Census,0.95
m_37073_poverty_rate,indicator,poverty_rate,Census,0.95
m_37073_poverty_rate,value,14.311926605504588,Census,0.95
m_37073_poverty_rate,unit,percent,Census,0.95
m_37073_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37073_unemployment_rate,location,37073,Census,0.95
m_37073_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37073_unemployment_rate,value,9.271786709112614,Census,0.95
m_37073_unemployment_rate,unit,percent,Census,0.95
m_37073_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37073_unemployment_pct,location,37073,CHR,0.75
m_37073_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37073_unemployment_pct,value,3.3442244859,CHR,0.75
m_37073_unemployment_pct,unit,percent,CHR,0.75
m_37073_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37073_child_poverty_pct,location,37073,CHR,0.75
m_37073_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37073_child_poverty_pct,value,19.5,CHR,0.75
m_37073_child_poverty_pct,unit,percent,CHR,0.75
m_37073_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37073_education_bachelor_pct,location,37073,Census,0.95
m_37073_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37073_education_bachelor_pct,value,8.289287095526621,Census,0.95
m_37073_education_bachelor_pct,unit,percent,Census,0.95
m_37073_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37073_some_college_pct,location,37073,CHR,0.75
m_37073_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37073_some_college_pct,value,56.478733927,CHR,0.75
m_37073_some_college_pct,unit,percent,CHR,0.75
m_37073_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37073_obesity_pct,location,37073,CHR,0.75
m_37073_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37073_obesity_pct,value,37.3,CHR,0.75
m_37073_obesity_pct,unit,percent,CHR,0.75
m_37073_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37073_diabetes_pct,location,37073,CHR,0.75
m_37073_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37073_diabetes_pct,value,11.5,CHR,0.75
m_37073_diabetes_pct,unit,percent,CHR,0.75
m_37073_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37073_mental_health_days,location,37073,CHR,0.75
m_37073_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37073_mental_health_days,value,5.3645863218,CHR,0.75
m_37073_mental_health_days,unit,days,CHR,0.75
m_37073_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37073_physical_health_days,location,37073,CHR,0.75
m_37073_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37073_physical_health_days,value,4.3008615234,CHR,0.75
m_37073_physical_health_days,unit,days,CHR,0.75
m_37073_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37073_physical_inactivity_pct,location,37073,CHR,0.75
m_37073_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37073_physical_inactivity_pct,value,24.7,CHR,0.75
m_37073_physical_inactivity_pct,unit,percent,CHR,0.75
m_37073_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37073_excessive_drinking_pct,location,37073,CHR,0.75
m_37073_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37073_excessive_drinking_pct,value,18.974856746,CHR,0.75
m_37073_excessive_drinking_pct,unit,percent,CHR,0.75
m_37073_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37073_uninsured_pct,location,37073,CHR,0.75
m_37073_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37073_uninsured_pct,value,9.1778924839,CHR,0.75
m_37073_uninsured_pct,unit,percent,CHR,0.75
m_37073_pm25,rdf:type,Measurement,CHR,0.75
m_37073_pm25,location,37073,CHR,0.75
m_37073_pm25,indicator,pm25,CHR,0.75
m_37073_pm25,value,6.1,CHR,0.75
m_37073_pm25,unit,μg/m³,CHR,0.75
m_37075_population,rdf:type,Measurement,Census,0.95
m_37075_population,location,37075,Census,0.95
m_37075_population,indicator,population,Census,0.95
m_37075_population,value,8047,Census,0.95
m_37075_population,unit,count,Census,0.95
m_37075_median_income,rdf:type,Measurement,Census,0.95
m_37075_median_income,location,37075,Census,0.95
m_37075_median_income,indicator,median_income,Census,0.95
m_37075_median_income,value,46010,Census,0.95
m_37075_median_income,unit,USD,Census,0.95
m_37075_poverty_rate,rdf:type,Measurement,Census,0.95
m_37075_poverty_rate,location,37075,Census,0.95
m_37075_poverty_rate,indicator,poverty_rate,Census,0.95
m_37075_poverty_rate,value,11.30072051573758,Census,0.95
m_37075_poverty_rate,unit,percent,Census,0.95
m_37075_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37075_unemployment_rate,location,37075,Census,0.95
m_37075_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37075_unemployment_rate,value,7.658707047175306,Census,0.95
m_37075_unemployment_rate,unit,percent,Census,0.95
m_37075_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37075_unemployment_pct,location,37075,CHR,0.75
m_37075_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37075_unemployment_pct,value,4.3537414966,CHR,0.75
m_37075_unemployment_pct,unit,percent,CHR,0.75
m_37075_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37075_child_poverty_pct,location,37075,CHR,0.75
m_37075_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37075_child_poverty_pct,value,23.3,CHR,0.75
m_37075_child_poverty_pct,unit,percent,CHR,0.75
m_37075_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37075_education_bachelor_pct,location,37075,Census,0.95
m_37075_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37075_education_bachelor_pct,value,12.962644172835255,Census,0.95
m_37075_education_bachelor_pct,unit,percent,Census,0.95
m_37075_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37075_some_college_pct,location,37075,CHR,0.75
m_37075_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37075_some_college_pct,value,50.934579439,CHR,0.75
m_37075_some_college_pct,unit,percent,CHR,0.75
m_37075_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37075_obesity_pct,location,37075,CHR,0.75
m_37075_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37075_obesity_pct,value,34.0,CHR,0.75
m_37075_obesity_pct,unit,percent,CHR,0.75
m_37075_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37075_diabetes_pct,location,37075,CHR,0.75
m_37075_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37075_diabetes_pct,value,10.4,CHR,0.75
m_37075_diabetes_pct,unit,percent,CHR,0.75
m_37075_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37075_mental_health_days,location,37075,CHR,0.75
m_37075_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37075_mental_health_days,value,5.5378281718,CHR,0.75
m_37075_mental_health_days,unit,days,CHR,0.75
m_37075_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37075_physical_health_days,location,37075,CHR,0.75
m_37075_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37075_physical_health_days,value,4.4059461473,CHR,0.75
m_37075_physical_health_days,unit,days,CHR,0.75
m_37075_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37075_physical_inactivity_pct,location,37075,CHR,0.75
m_37075_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37075_physical_inactivity_pct,value,23.7,CHR,0.75
